High,Low,Open,Close,Volume,Adj Close,Forward Return,Up/Dw,Rate
58.91999816894531,57.532501220703125,57.724998474121094,58.82500076293945,23100400.0,58.637020111083984,59.66750030517578,UP,1.43221339789104
59.977500915527344,59.18000030517578,59.6875,59.977500915527344,23753600.0,59.78584289550781,59.82300033569336,DW,-0.2575975615449288
59.45750045776367,58.525001525878906,58.775001525878906,59.01750183105469,20538400.0,58.82890701293945,60.23550033569336,UP,2.063792039394266
59.317501068115234,57.817501068115234,58.08000183105469,59.26499938964844,26263600.0,59.07562255859375,60.981500244140626,UP,2.896314641305814
60.442501068115234,59.09749984741211,59.54999923706055,59.98249816894531,31485600.0,59.790828704833984,61.34900054931641,UP,2.278168502622609
60.5099983215332,59.537498474121094,59.939998626708984,60.095001220703125,27710800.0,59.9029655456543,61.60850067138672,UP,2.5185113901989338
61.48249816894531,60.21500015258789,60.962501525878906,60.755001068115234,25511200.0,60.56085205078125,61.90400009155273,UP,1.8912007295486692
62.13750076293945,60.9375,61.83250045776367,61.08000183105469,31629600.0,60.884822845458984,62.15199966430664,UP,1.7550717110603031
63.247501373291016,61.6875,61.915000915527344,62.994998931884766,31984000.0,62.793697357177734,61.95,DW,-1.6588601470010331
62.81999969482422,61.6875,62.564998626708984,61.81999969482422,35908800.0,61.62245178222656,62.09150009155273,UP,0.43917890337881016
62.17250061035156,61.13249969482422,61.9474983215332,61.39250183105469,26310400.0,61.19632339477539,62.455999755859374,UP,1.7322928583873545
62.29249954223633,61.69499969482422,61.93000030517578,62.23249816894531,28419200.0,62.03363800048828,62.53349990844727,UP,0.4836729174599632
62.5,61.842498779296875,62.42499923706055,62.31999969482422,25379200.0,62.120853424072266,62.07949981689453,DW,-0.3859112309168705
62.3224983215332,61.64250183105469,61.95249938964844,61.98500061035156,21791600.0,61.78692626953125,62.080999755859374,UP,0.15487479964915757
63.397499084472656,62.25,62.439998626708984,62.52750015258789,23924000.0,62.32769012451172,61.852499389648436,DW,-1.0795262265278929
63.29999923706055,62.037498474121094,62.93000030517578,63.21500015258789,24451600.0,63.01300048828125,61.49999923706055,DW,-2.7129651370524157
64.875,62.07500076293945,64.375,62.619998931884766,37351200.0,62.419891357421875,60.797499084472655,DW,-2.910411814913227
60.5625,58.057498931884766,59.560001373291016,60.04999923706055,47053600.0,59.85811233520508,60.80399932861328,UP,1.255620484816581
62.317501068115234,60.1775016784668,60.712501525878906,61.99250030517578,31097600.0,61.794395446777344,60.76199951171875,DW,-1.9849188004993203
62.209999084472656,60.98500061035156,61.84749984741211,61.3849983215332,25884800.0,61.1888427734375,61.0229995727539,DW,-0.5897185935937614
61.587501525878906,59.849998474121094,60.40250015258789,61.45249938964844,29050400.0,61.256134033203125,61.44499969482422,DW,-0.0122040517451794
61.11249923706055,58.6875,60.99250030517578,59.10749816894531,37042000.0,58.918617248535156,62.202999877929685,UP,5.237071107521056
60.27750015258789,58.86249923706055,58.92499923706055,60.08250045776367,25556400.0,59.8905029296875,63.33499984741211,UP,5.413388865090346
61.974998474121094,61.005001068115234,61.50749969482422,61.782501220703125,27154400.0,61.5850715637207,64.37300033569336,UP,4.1929333772621185
63.099998474121094,61.852500915527344,62.997501373291016,62.689998626708984,20822000.0,62.48967361450195,65.46200103759766,UP,4.421761798711648
63.5625,62.220001220703125,63.03499984741211,63.5625,21828400.0,63.3593864440918,66.2885009765625,UP,4.288693768436583
63.38249969482422,62.64250183105469,63.15999984741211,62.897499084472656,18975200.0,62.69651794433594,68.19850158691406,UP,8.428002034424372
65.75,63.07500076293945,63.125,65.74250030517578,52960800.0,65.53242492675781,69.87850189208984,UP,6.291214309943796
68.125,66.2074966430664,66.83000183105469,66.97250366210938,63855600.0,66.75849151611328,72.21900177001953,UP,7.833809132147519
68.19999694824219,67.11250305175781,67.50250244140625,68.13500213623047,37464400.0,67.91728973388672,74.027001953125,UP,8.64753743621222
68.37000274658203,67.27749633789062,67.55249786376953,67.69499969482422,52801600.0,67.47868347167969,75.19150238037109,UP,11.073938576470715
73.74250030517578,71.5,71.81500244140625,72.44750213623047,104192400.0,72.21599578857422,74.36600189208984,UP,2.6481240888772404
74.32749938964844,71.21499633789062,71.41000366210938,74.14250183105469,62016400.0,73.90557861328125,72.64000091552734,DW,-2.0265042026111195
78.85250091552734,75.37249755859375,75.37249755859375,78.67500305175781,69433200.0,78.4236068725586,70.2875,DW,-10.660950398997688
79.08000183105469,74.0875015258789,78.19249725341797,77.17500305175781,81005200.0,76.92839050292969,67.48249969482421,DW,-12.559122738787936
76.30000305175781,72.66500091552734,76.04750061035156,73.51750183105469,76818000.0,73.28258514404297,66.28249969482422,DW,-9.841196934107886
70.46749877929688,67.0,67.54750061035156,68.31999969482422,85691600.0,68.10169219970703,66.43999938964843,DW,-2.751756899258606
69.69750213623047,64.48999786376953,69.07499694824219,65.51249694824219,105549600.0,65.30315399169922,66.63200073242187,UP,1.7088400478219337
68.86250305175781,65.5,65.51499938964844,66.9124984741211,74773200.0,66.69867706298828,67.47500152587891,UP,0.8406546827351957
66.75,62.22249984741211,63.724998474121094,63.150001525878906,90641600.0,62.98585891723633,68.50950164794922,UP,8.48693585521766
68.11499786376953,60.4474983215332,60.6150016784668,67.51750183105469,113325200.0,67.34201049804688,68.30800170898438,UP,1.1708073558582106
69.39749908447266,65.25,69.2249984741211,69.10749816894531,89074400.0,68.92787170410156,66.75850219726563,DW,-3.399046462277009
70.26750183105469,65.61499786376953,69.6675033569336,66.47250366210938,65279200.0,66.29972076416016,66.51800079345703,UP,0.06844503943905658
